1110	1111	dddd	1111		SER 	cf LDI	 1110 1111 dddd 1111
1110	KKKK	dddd	KKKK		LDI 		 1110 KKKK dddd KKKK
1111	00kk	kkkk	k000		BRLO 	BRCS	 1111 00kk kkkk k000
1111	00kk	kkkk	k001		BREQ 		 1111 00kk kkkk k001
1111	00kk	kkkk	k010		BRMI 		 1111 00kk kkkk k010
1111	00kk	kkkk	k011		BRVS 		 1111 00kk kkkk k011
1111	00kk	kkkk	k100		BRLT 		 1111 00kk kkkk k100
1111	00kk	kkkk	k101		BRHS 		 1111 00kk kkkk k101
1111	00kk	kkkk	k110		BRTS 		 1111 00kk kkkk k110
1111	00kk	kkkk	ksss		BRBS 	cf prev	 1111 00kk kkkk ksss
1111	01kk	kkkk	k000		BRSH 	BRCC	 1111 01kk kkkk k000
1111	01kk	kkkk	k001		BRNE 		 1111 01kk kkkk k001
1111	01kk	kkkk	k010		BRPL 		 1111 01kk kkkk k010
1111	01kk	kkkk	k011		BRIE 	BRVC	 1111 01kk kkkk k011
1111	01kk	kkkk	k100		BRGE 		 1111 01kk kkkk k100
1111	01kk	kkkk	k101		BRHC 		 1111 01kk kkkk k101
1111	01kk	kkkk	k110		BRTC 		 1111 01kk kkkk k110
1111	01kk	kkkk	k111		BRID 		 1111 01kk kkkk k111
1111	01kk	kkkk	ksss		BRBC 	cf prev	 1111 01kk kkkk ksss
1111	100d	dddd	0bbb		BLD 		 1111 100d dddd 0bbb
1111	101d	dddd	0bbb		BST 		 1111 101d dddd 0bbb
1111	110r	rrrr	0bbb		SBRS 	SBRC	 1111 110r rrrr 0bbb
					CBR 		TODO
